"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
19916,273,"AW00019916",NULL,"Katie Xie","1950-06-05","M","F","170000.00",3,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"2614 Park Glen Ct.",NULL,"1 (11) 500 555-0145","2021-12-09","0-1 Miles"
19917,275,"AW00019917",NULL,"Jenny Chander","1955-02-04","M","F","170000.00",3,4,"Bachelors","Licenciatura","Bac + 4","Management",3,"6177 Ana Mile",NULL,"1 (11) 500 555-0142","2021-12-04","0-1 Miles"
19918,277,"AW00019918",NULL,"Joy Alonso","1949-10-17","M","F","170000.00",4,4,"Bachelors","Licenciatura","Bac + 4","Management",3,"1697 Charlotte Court",NULL,"1 (11) 500 555-0129","2021-12-05","0-1 Miles"
19919,265,"AW00019919",NULL,"Rebekah Johnsen","1956-07-17","M","F","150000.00",3,4,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",4,"Welt Platz 9",NULL,"1 (11) 500 555-0126","2022-05-13","0-1 Miles"
19920,194,"AW00019920",NULL,"Meredith Sanchez","1951-10-07","S","F","90000.00",5,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"60, rue Lauriston",NULL,"1 (11) 500 555-0188","2022-02-19","10+ Miles"
19921,150,"AW00019921",NULL,"Cara Cai","1957-02-01","S","F","110000.00",3,4,"Bachelors","Licenciatura","Bac + 4","Management",4,"Postfach 66 07 00",NULL,"1 (11) 500 555-0110","2022-04-13","10+ Miles"
19922,215,"AW00019922",NULL,"Nancy Gonzalez","1960-04-23","S","F","90000.00",4,2,"High School","Educación secundaria","Bac + 2","Professional",1,"6, rue Lafayette",NULL,"1 (11) 500 555-0157","2021-12-13","10+ Miles"
19923,202,"AW00019923",NULL,"Joe Prasad","1960-05-02","M","M","100000.00",3,4,"High School","Educación secundaria","Bac + 2","Professional",3,"440, rue de Linois",NULL,"1 (11) 500 555-0143","2022-04-30","10+ Miles"
19924,121,"AW00019924",NULL,"Douglas Perez","1965-04-16","M","M","120000.00",2,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",2,"Wasserstr 25",NULL,"1 (11) 500 555-0147","2021-01-08","5-10 Miles"
19925,133,"AW00019925",NULL,"Madison Jenkins","1960-05-13","M","F","130000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"Hauptstr 2929",NULL,"1 (11) 500 555-0184","2022-07-08","0-1 Miles"
19926,236,"AW00019926",NULL,"Alexandria Diaz","1959-11-03","M","F","130000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"873 South Ranchford Ct",NULL,"1 (11) 500 555-0141","2022-04-06","5-10 Miles"
19927,270,"AW00019927",NULL,"Ruben Fernandez","1960-01-23","M","M","170000.00",5,4,"High School","Educación secundaria","Bac + 2","Professional",4,"989 Caravelle Ct",NULL,"1 (11) 500 555-0166","2022-07-29","0-1 Miles"
19928,273,"AW00019928",NULL,"Jaime Sanz","1965-05-31","M","F","170000.00",0,4,"High School","Educación secundaria","Bac + 2","Professional",4,"2298 Pinto Rd",NULL,"1 (11) 500 555-0161","2022-05-03","0-1 Miles"
19929,211,"AW00019929",NULL,"Dale Chander","1964-09-12","M","M","100000.00",3,4,"Bachelors","Licenciatura","Bac + 4","Management",3,"5662 Leland Way",NULL,"1 (11) 500 555-0197","2022-03-30","10+ Miles"
19930,149,"AW00019930",NULL,"Tony Tang","1959-02-03","M","M","110000.00",2,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"Kurfürstenstr 5234",NULL,"1 (11) 500 555-0117","2020-12-29","10+ Miles"
19931,135,"AW00019931",NULL,"Darryl Xu","1964-11-18","M","M","120000.00",2,5,"Bachelors","Licenciatura","Bac + 4","Management",2,"Krönerweg 6666",NULL,"1 (11) 500 555-0190","2021-01-07","10+ Miles"
19932,203,"AW00019932",NULL,"Javier Sanz","1969-01-18","S","M","80000.00",4,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"22, rue Saint Denis",NULL,"1 (11) 500 555-0114","2023-01-14","10+ Miles"
19933,235,"AW00019933",NULL,"Nichole Deng","1963-02-12","M","F","120000.00",4,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"8914 Amador Ct.",NULL,"1 (11) 500 555-0124","2022-03-24","10+ Miles"
19934,165,"AW00019934",NULL,"Neil Blanco","1956-12-24","M","M","80000.00",5,2,"High School","Educación secundaria","Bac + 2","Professional",2,"Curieweg 3997",NULL,"1 (11) 500 555-0121","2022-05-14","10+ Miles"
19935,173,"AW00019935",NULL,"Clinton Navarro","1957-06-20","M","M","100000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"Auf dem Ufer 764",NULL,"1 (11) 500 555-0176","2022-08-17","10+ Miles"
19936,155,"AW00019936",NULL,"Corey Luo","1961-09-08","M","M","100000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",4,"Auf Der Steige 1010",NULL,"1 (11) 500 555-0133","2022-12-27","10+ Miles"
19937,133,"AW00019937",NULL,"Jimmy Gomez","1956-06-18","S","M","100000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",4,"Postfach 20 99 99",NULL,"1 (11) 500 555-0143","2023-01-04","10+ Miles"
19938,253,"AW00019938",NULL,"Chelsea Patel","1956-01-24","M","F","150000.00",4,5,"Bachelors","Licenciatura","Bac + 4","Management",3,"6102 Lakeview Place",NULL,"1 (11) 500 555-0139","2022-09-13","10+ Miles"
19939,269,"AW00019939",NULL,"Alvin Wang","1956-02-02","M","M","160000.00",2,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",3,"658 Pecan Street",NULL,"1 (11) 500 555-0112","2022-12-09","10+ Miles"
19940,254,"AW00019940",NULL,"Rosa Ye","1971-02-08","M","F","160000.00",3,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",4,"7638 Diokmo Ct.",NULL,"1 (11) 500 555-0181","2021-11-29","10+ Miles"
19941,256,"AW00019941",NULL,"Cedric Liang","1954-09-08","S","M","160000.00",3,5,"High School","Educación secundaria","Bac + 2","Management",4,"2023 Flame Drive",NULL,"1 (11) 500 555-0192","2020-01-12","0-1 Miles"
19942,264,"AW00019942",NULL,"Armando Navarro","1960-08-04","S","M","170000.00",5,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",4,"6957 Olivewood Ct.",NULL,"1 (11) 500 555-0159","2020-01-25","0-1 Miles"
19943,193,"AW00019943",NULL,"Walter Carlson","1953-08-26","M","M","90000.00",4,1,"High School","Educación secundaria","Bac + 2","Management",3,"5, rue de la Cavalerie",NULL,"1 (11) 500 555-0143","2021-12-25","5-10 Miles"
19944,156,"AW00019944",NULL,"Jonathon Suarez","1954-02-07","M","M","90000.00",4,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",4,"Dunckerstr 135",NULL,"1 (11) 500 555-0175","2021-02-22","5-10 Miles"
19945,225,"AW00019945",NULL,"Phillip Garcia","1952-12-19","M","M","80000.00",5,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",4,"48, rue des Berges",NULL,"1 (11) 500 555-0199","2021-11-29","5-10 Miles"
19946,243,"AW00019946",NULL,"Tamara Raje","1952-12-06","S","F","120000.00",5,5,"High School","Educación secundaria","Bac + 2","Management",4,"1682 Klier Drive",NULL,"1 (11) 500 555-0142","2022-04-15","10+ Miles"
19947,39,"AW00019947",NULL,"Darryl Liu","1986-05-22","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"4404 Mildred Avenue",NULL,"1 (11) 500 555-0157","2020-09-16","5-10 Miles"
19948,35,"AW00019948",NULL,"Lacey Hu","1981-04-20","S","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"5914 Overhill Rd",NULL,"1 (11) 500 555-0178","2020-09-12","10+ Miles"
19949,11,"AW00019949",NULL,"Niñia Anand","1982-06-25","M","F","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"2151 Twincreek Ct",NULL,"1 (11) 500 555-0116","2020-09-27","10+ Miles"
19950,30,"AW00019950",NULL,"Ronnie Lu","1981-07-10","M","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"1887 Mt. Diablo St",NULL,"1 (11) 500 555-0113","2020-09-13","10+ Miles"
19951,24,"AW00019951",NULL,"Roy Moreno","1982-01-23","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"6500 Soto Street",NULL,"1 (11) 500 555-0187","2020-09-03","10+ Miles"
19952,38,"AW00019952",NULL,"Adrienne Martin","1980-09-24","S","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"5188 Duke Way",NULL,"1 (11) 500 555-0124","2022-03-06","10+ Miles"
19953,37,"AW00019953",NULL,"Darrell Lal","1979-08-23","S","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"8790 N. 108th St.",NULL,"1 (11) 500 555-0114","2022-05-14","10+ Miles"
19954,34,"AW00019954",NULL,"Jose Carlson","1980-01-31","M","M","70000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"9782 Joan Ave.",NULL,"1 (11) 500 555-0150","2022-02-07","10+ Miles"
19955,34,"AW00019955",NULL,"Jake Gao","1984-05-08","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"7348 Quail Court",NULL,"1 (11) 500 555-0179","2022-06-22","10+ Miles"
19956,40,"AW00019956",NULL,"Susan She","1984-12-20","M","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"3962 Cambelback Place",NULL,"1 (11) 500 555-0125","2020-09-26","10+ Miles"
19957,21,"AW00019957",NULL,"Arthur Mehta","1979-09-16","S","M","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",2,"8586 D Kiska Ct.",NULL,"1 (11) 500 555-0197","2020-09-11","10+ Miles"
19958,18,"AW00019958",NULL,"Erika Romero","1984-12-02","M","F","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"5430 Park Glen Ct.",NULL,"1 (11) 500 555-0149","2020-09-14","10+ Miles"
19959,40,"AW00019959",NULL,"Tabitha Moreno","1984-03-07","S","F","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",2,"1028 Indigo Ct.",NULL,"1 (11) 500 555-0192","2020-09-25","10+ Miles"
19960,38,"AW00019960","Mr.","Phil Spencer","1978-08-02","M","M","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",2,"9208 West Rd",NULL,"161-555-0100","2020-09-21","10+ Miles"
19961,2,"AW00019961",NULL,"Kristin She","1977-08-04","M","F","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"4242 Coggins Dr.",NULL,"1 (11) 500 555-0121","2022-04-27","10+ Miles"
19962,22,"AW00019962",NULL,"Dominic Prasad","1979-04-07","M","M","110000.00",0,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Management",3,"7962 Macaroon Drive",NULL,"1 (11) 500 555-0171","2022-04-22","10+ Miles"
19963,13,"AW00019963",NULL,"Geoffrey Fernandez","1979-05-20","M","M","120000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",4,"6819 Krueger Drive",NULL,"1 (11) 500 555-0123","2020-09-17","10+ Miles"
19964,29,"AW00019964",NULL,"Gloria Alonso","1978-12-09","S","F","120000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",4,"3318 N. 8th St.",NULL,"1 (11) 500 555-0146","2020-09-06","10+ Miles"
19965,39,"AW00019965",NULL,"Jay Lopez","1979-05-13","M","M","130000.00",4,5,"High School","Educación secundaria","Bac + 2","Management",4,"2842 Inverness Drive",NULL,"1 (11) 500 555-0154","2020-09-21","0-1 Miles"
19966,19,"AW00019966",NULL,"Abby Sanchez","1983-07-20","M","F","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"347 San Simeon Dr.",NULL,"1 (11) 500 555-0118","2020-09-23","10+ Miles"
19967,18,"AW00019967",NULL,"Devon Deng","1983-10-29","S","M","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",3,"4587 Sunset Meadows",NULL,"1 (11) 500 555-0172","2020-09-01","10+ Miles"
19968,9,"AW00019968",NULL,"Katrina Chande","1983-07-25","M","F","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",3,"7834 Roux Court",NULL,"1 (11) 500 555-0139","2020-10-07","10+ Miles"
19969,29,"AW00019969",NULL,"Jake Guo","1982-03-21","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",4,"9605 Pheasant Circle",NULL,"1 (11) 500 555-0194","2022-01-30","10+ Miles"
19970,27,"AW00019970",NULL,"Tanya Jimenez","1978-05-08","S","F","130000.00",4,5,"High School","Educación secundaria","Bac + 2","Management",4,"6793 Almond Street",NULL,"1 (11) 500 555-0157","2020-10-19","0-1 Miles"
19971,6,"AW00019971",NULL,"Jeffery Lu","1977-01-01","S","M","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",3,"9644 55th St.",NULL,"1 (11) 500 555-0113","2020-10-28","10+ Miles"
19972,33,"AW00019972",NULL,"Lindsay Chander","1982-11-13","M","F","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",4,"4463 Temple Court",NULL,"1 (11) 500 555-0119","2022-07-30","10+ Miles"
19973,16,"AW00019973",NULL,"Colin Zhu","1981-10-11","M","M","90000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",4,"3788 Bahia Vista Court",NULL,"1 (11) 500 555-0114","2022-03-25","10+ Miles"
19974,18,"AW00019974",NULL,"George Fernandez","1976-02-10","M","M","100000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",4,"4363 Galindo Street",NULL,"1 (11) 500 555-0146","2020-10-19","10+ Miles"
19975,25,"AW00019975",NULL,"Brittney Zhang","1976-03-15","S","F","100000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",4,"6514 Morello Ave.",NULL,"1 (11) 500 555-0164","2020-10-09","10+ Miles"
19976,22,"AW00019976",NULL,"Tamara Sun","1975-10-05","M","F","110000.00",0,5,"High School","Educación secundaria","Bac + 2","Management",4,"8333 Polk Street",NULL,"1 (11) 500 555-0148","2022-05-26","10+ Miles"
19977,29,"AW00019977",NULL,"Kristine Gill","1976-04-08","S","F","120000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",4,"1833 Worth Ct",NULL,"1 (11) 500 555-0127","2020-10-24","10+ Miles"
19978,39,"AW00019978",NULL,"Marshall Yuan","1976-10-25","M","M","110000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Professional",4,"8577 Dies Dorados",NULL,"1 (11) 500 555-0177","2020-10-18","10+ Miles"
19979,36,"AW00019979",NULL,"Janet Browning","1977-06-22","M","F","120000.00",0,5,"Partial High School","Educación secundaria (en curso)","Niveau bac","Management",4,"209 Richland Dr.",NULL,"1 (11) 500 555-0152","2020-10-20","10+ Miles"
19980,623,"AW00019980",NULL,"Alexandra Carter","1970-01-31","M","F","90000.00",5,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"4212, rue Saint-Lazare",NULL,"894-555-0115","2023-01-16","2-5 Miles"
19981,315,"AW00019981",NULL,"Kelly Russell","1977-09-15","M","F","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"319 Revision Dr",NULL,"640-555-0129","2022-04-04","0-1 Miles"
19982,338,"AW00019982",NULL,"Charles Cox","1977-07-21","S","M","70000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"4480 Las Trampas Road",NULL,"862-555-0121","2022-11-11","2-5 Miles"
19983,298,"AW00019983",NULL,"Michael Martinez","1975-11-17","M","M","50000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",1,"6202 Seeno St.",NULL,"596-555-0158","2022-04-22","2-5 Miles"
19984,316,"AW00019984",NULL,"Sara Morris","1975-12-05","M","F","50000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",1,"4365 Brook Way",NULL,"813-555-0119","2022-04-26","2-5 Miles"
19985,611,"AW00019985",NULL,"Tamara Ma","1975-03-24","S","F","50000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",0,"515 Wiget Lane",NULL,"837-555-0130","2022-04-08","2-5 Miles"
19986,310,"AW00019986",NULL,"Jamie Huang","1980-07-09","S","F","50000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",0,"312 Via Del Verdes",NULL,"410-555-0145","2022-04-02","2-5 Miles"
19987,55,"AW00019987",NULL,"Taylor Moore","1977-01-15","S","F","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"9117 Jacqueline Way",NULL,"161-555-0178","2020-07-06","2-5 Miles"
19988,66,"AW00019988",NULL,"Jordan Long","1982-04-06","M","M","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"3733 Water Street",NULL,"445-555-0153","2020-08-06","2-5 Miles"
19989,68,"AW00019989",NULL,"Ethan Thompson","1982-01-09","M","M","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"8452 Green Street",NULL,"450-555-0194","2020-08-22","2-5 Miles"
19990,301,"AW00019990",NULL,"Peter Rai","1977-02-04","M","M","70000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"8680 Newell Ave.",NULL,"823-555-0135","2022-11-11","0-1 Miles"
19991,307,"AW00019991",NULL,"Jacob Thomas","1982-10-14","M","M","70000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"1792 Belmont Rd.",NULL,"297-555-0139","2022-11-15","0-1 Miles"
19992,345,"AW00019992",NULL,"Stephanie Hill","1976-11-30","M","F","70000.00",3,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"6309 Poplar Avenue",NULL,"163-555-0162","2022-11-22","0-1 Miles"
19993,623,"AW00019993",NULL,"Nathan Russell","1975-05-20","M","M","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"4975 Black Pine Lane",NULL,"795-555-0137","2022-04-06","0-1 Miles"
19994,347,"AW00019994",NULL,"Madeline King","1979-10-19","S","F","70000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",0,"1087 Knollview Court",NULL,"252-555-0155","2022-11-01","2-5 Miles"
19995,355,"AW00019995",NULL,"Jordyn Gonzales","1973-10-07","M","F","70000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",0,"2943 Hilton Way",NULL,"828-555-0137","2022-11-21","2-5 Miles"
19996,612,"AW00019996",NULL,"Grant She","1979-05-10","S","M","70000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",1,"5234 Martindale",NULL,"588-555-0164","2022-09-17","0-1 Miles"
19997,49,"AW00019997",NULL,"Beth Gill","1973-12-04","M","F","70000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Skilled Manual",1,"9326 Mayda Way",NULL,"938-555-0177","2020-08-12","0-1 Miles"
19998,310,"AW00019998",NULL,"Laura Liu","1978-10-01","S","F","40000.00",5,5,"High School","Educación secundaria","Bac + 2","Skilled Manual",3,"5840 Delta Fair Blvd.",NULL,"121-555-0179","2022-04-04","10+ Miles"
19999,331,"AW00019999",NULL,"Danielle Brooks","1972-07-15","S","F","40000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"71 Tobi Drive","# 778","990-555-0144","2022-04-01","2-5 Miles"
20000,50,"AW00020000",NULL,"Elijah Diaz","1981-10-19","M","M","60000.00",1,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"3128 Morgan Territory Rd",NULL,"200-555-0143","2020-09-19","0-1 Miles"
20001,627,"AW00020001",NULL,"Jordan Hill","1975-07-05","S","F","60000.00",2,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"404 Marita Drive",NULL,"718-555-0140","2022-04-24","2-5 Miles"
20002,299,"AW00020002",NULL,"Elizabeth White","1975-11-03","M","F","70000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"5243 Brown St.",NULL,"307-555-0183","2022-12-09","0-1 Miles"
20003,300,"AW00020003",NULL,"Dalton Gonzalez","1975-12-19","S","M","70000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"4028 Rosina Court",NULL,"524-555-0113","2022-12-15","2-5 Miles"
